script,letter,global_index,canonical_index,canonical_glyph,code_point,instruction_image,output_image
Gujarati,ઓ,384,51,,U+0A93,Gujarati_U+0A93_instruction.png,Gujarati_U+0A93_output.png
Gujarati,ઔ,385,52,,U+0A94,Gujarati_U+0A94_instruction.png,Gujarati_U+0A94_output.png
Gujarati,ક,386,53,,U+0A95,Gujarati_U+0A95_instruction.png,Gujarati_U+0A95_output.png
Gujarati,ખ,387,54,,U+0A96,Gujarati_U+0A96_instruction.png,Gujarati_U+0A96_output.png
Gujarati,ગ,388,55,,U+0A97,Gujarati_U+0A97_instruction.png,Gujarati_U+0A97_output.png
Gujarati,ઘ,389,56,,U+0A98,Gujarati_U+0A98_instruction.png,Gujarati_U+0A98_output.png
Gujarati,ઙ,390,57,,U+0A99,Gujarati_U+0A99_instruction.png,Gujarati_U+0A99_output.png
Gujarati,ચ,391,58,,U+0A9A,Gujarati_U+0A9A_instruction.png,Gujarati_U+0A9A_output.png
Gujarati,છ,392,59,,U+0A9B,Gujarati_U+0A9B_instruction.png,Gujarati_U+0A9B_output.png
Gujarati,જ,393,60,,U+0A9C,Gujarati_U+0A9C_instruction.png,Gujarati_U+0A9C_output.png
Gujarati,ઝ,394,61,,U+0A9D,Gujarati_U+0A9D_instruction.png,Gujarati_U+0A9D_output.png
Gujarati,ઞ,395,62,,U+0A9E,Gujarati_U+0A9E_instruction.png,Gujarati_U+0A9E_output.png
Gujarati,ટ,396,63,,U+0A9F,Gujarati_U+0A9F_instruction.png,Gujarati_U+0A9F_output.png
Gujarati,ઠ,397,64,,U+0AA0,Gujarati_U+0AA0_instruction.png,Gujarati_U+0AA0_output.png
Gujarati,ડ,398,65,,U+0AA1,Gujarati_U+0AA1_instruction.png,Gujarati_U+0AA1_output.png
Gujarati,ઢ,399,66,,U+0AA2,Gujarati_U+0AA2_instruction.png,Gujarati_U+0AA2_output.png
Gujarati,ણ,400,67,,U+0AA3,Gujarati_U+0AA3_instruction.png,Gujarati_U+0AA3_output.png
Gujarati,ત,401,68,,U+0AA4,Gujarati_U+0AA4_instruction.png,Gujarati_U+0AA4_output.png
Gujarati,થ,402,69,,U+0AA5,Gujarati_U+0AA5_instruction.png,Gujarati_U+0AA5_output.png
Gujarati,દ,403,70,,U+0AA6,Gujarati_U+0AA6_instruction.png,Gujarati_U+0AA6_output.png
Gujarati,ધ,404,71,,U+0AA7,Gujarati_U+0AA7_instruction.png,Gujarati_U+0AA7_output.png
Gujarati,ન,405,72,,U+0AA8,Gujarati_U+0AA8_instruction.png,Gujarati_U+0AA8_output.png
Gujarati,પ,406,73,,U+0AAA,Gujarati_U+0AAA_instruction.png,Gujarati_U+0AAA_output.png
Gujarati,ફ,407,74,,U+0AAB,Gujarati_U+0AAB_instruction.png,Gujarati_U+0AAB_output.png
Gujarati,બ,408,75,,U+0AAC,Gujarati_U+0AAC_instruction.png,Gujarati_U+0AAC_output.png
Gujarati,ભ,409,76,,U+0AAD,Gujarati_U+0AAD_instruction.png,Gujarati_U+0AAD_output.png
Gujarati,મ,410,77,,U+0AAE,Gujarati_U+0AAE_instruction.png,Gujarati_U+0AAE_output.png
Gujarati,ય,411,78,,U+0AAF,Gujarati_U+0AAF_instruction.png,Gujarati_U+0AAF_output.png
Gujarati,ર,412,79,,U+0AB0,Gujarati_U+0AB0_instruction.png,Gujarati_U+0AB0_output.png
Gujarati,લ,413,80,,U+0AB2,Gujarati_U+0AB2_instruction.png,Gujarati_U+0AB2_output.png
Gujarati,ળ,414,81,,U+0AB3,Gujarati_U+0AB3_instruction.png,Gujarati_U+0AB3_output.png
Gujarati,વ,415,82,,U+0AB5,Gujarati_U+0AB5_instruction.png,Gujarati_U+0AB5_output.png
Gujarati,શ,416,83,,U+0AB6,Gujarati_U+0AB6_instruction.png,Gujarati_U+0AB6_output.png
Gujarati,ષ,417,84,,U+0AB7,Gujarati_U+0AB7_instruction.png,Gujarati_U+0AB7_output.png
Gujarati,સ,418,85,,U+0AB8,Gujarati_U+0AB8_instruction.png,Gujarati_U+0AB8_output.png
Gujarati,હ,419,86,,U+0AB9,Gujarati_U+0AB9_instruction.png,Gujarati_U+0AB9_output.png
Gujarati,ૠ,420,87,,U+0AE0,Gujarati_U+0AE0_instruction.png,Gujarati_U+0AE0_output.png
Gujarati,ૡ,421,88,,U+0AE1,Gujarati_U+0AE1_instruction.png,Gujarati_U+0AE1_output.png
Gujarati,ૹ,422,89,,U+0AF9,Gujarati_U+0AF9_instruction.png,Gujarati_U+0AF9_output.png
Hangul,ᄀ,423,90,,U+1100,Hangul_U+1100_instruction.png,Hangul_U+1100_output.png
Hangul,ᄁ,424,91,,U+1101,Hangul_U+1101_instruction.png,Hangul_U+1101_output.png
Hangul,ᄂ,425,92,,U+1102,Hangul_U+1102_instruction.png,Hangul_U+1102_output.png
Hangul,ᄃ,426,93,,U+1103,Hangul_U+1103_instruction.png,Hangul_U+1103_output.png
Hangul,ᄄ,427,94,,U+1104,Hangul_U+1104_instruction.png,Hangul_U+1104_output.png
Hangul,ᄅ,428,95,,U+1105,Hangul_U+1105_instruction.png,Hangul_U+1105_output.png
Hangul,ᄆ,429,96,,U+1106,Hangul_U+1106_instruction.png,Hangul_U+1106_output.png
Hangul,ᄇ,430,97,,U+1107,Hangul_U+1107_instruction.png,Hangul_U+1107_output.png
Hangul,ᄈ,431,98,,U+1108,Hangul_U+1108_instruction.png,Hangul_U+1108_output.png
Hangul,ᄉ,432,99,,U+1109,Hangul_U+1109_instruction.png,Hangul_U+1109_output.png
Hangul,ᄊ,433,100,,U+110A,Hangul_U+110A_instruction.png,Hangul_U+110A_output.png
Hangul,ᄋ,434,101,,U+110B,Hangul_U+110B_instruction.png,Hangul_U+110B_output.png
Hangul,ᄌ,435,102,,U+110C,Hangul_U+110C_instruction.png,Hangul_U+110C_output.png
Hangul,ᄍ,436,103,,U+110D,Hangul_U+110D_instruction.png,Hangul_U+110D_output.png
Hangul,ᄎ,437,104,,U+110E,Hangul_U+110E_instruction.png,Hangul_U+110E_output.png
Hangul,ᄏ,438,105,,U+110F,Hangul_U+110F_instruction.png,Hangul_U+110F_output.png
Hangul,ᄐ,439,106,,U+1110,Hangul_U+1110_instruction.png,Hangul_U+1110_output.png
Hangul,ᄑ,440,107,,U+1111,Hangul_U+1111_instruction.png,Hangul_U+1111_output.png
Hangul,ᄒ,441,108,,U+1112,Hangul_U+1112_instruction.png,Hangul_U+1112_output.png
Hangul,ᅡ,442,109,,U+1161,Hangul_U+1161_instruction.png,Hangul_U+1161_output.png
Hangul,ᅢ,443,110,,U+1162,Hangul_U+1162_instruction.png,Hangul_U+1162_output.png
Hangul,ᅣ,444,111,⠀,U+1163,Hangul_U+1163_instruction.png,Hangul_U+1163_output.png
Hangul,ᅤ,445,112,⠁,U+1164,Hangul_U+1164_instruction.png,Hangul_U+1164_output.png
Hangul,ᅥ,446,113,⠂,U+1165,Hangul_U+1165_instruction.png,Hangul_U+1165_output.png
Hangul,ᅦ,447,114,⠃,U+1166,Hangul_U+1166_instruction.png,Hangul_U+1166_output.png
Hangul,ᅧ,448,115,⠄,U+1167,Hangul_U+1167_instruction.png,Hangul_U+1167_output.png
Hangul,ᅨ,449,116,⠅,U+1168,Hangul_U+1168_instruction.png,Hangul_U+1168_output.png
Hangul,ᅩ,450,117,⠆,U+1169,Hangul_U+1169_instruction.png,Hangul_U+1169_output.png
Hangul,ᅪ,451,118,⠇,U+116A,Hangul_U+116A_instruction.png,Hangul_U+116A_output.png
Hangul,ᅫ,452,119,⠈,U+116B,Hangul_U+116B_instruction.png,Hangul_U+116B_output.png
Hangul,ᅬ,453,120,⠉,U+116C,Hangul_U+116C_instruction.png,Hangul_U+116C_output.png
Hangul,ᅭ,454,121,⠊,U+116D,Hangul_U+116D_instruction.png,Hangul_U+116D_output.png
Hangul,ᅮ,455,122,⠋,U+116E,Hangul_U+116E_instruction.png,Hangul_U+116E_output.png
Hangul,ᅯ,456,123,⠌,U+116F,Hangul_U+116F_instruction.png,Hangul_U+116F_output.png
Hangul,ᅰ,457,124,⠍,U+1170,Hangul_U+1170_instruction.png,Hangul_U+1170_output.png
Hangul,ᅱ,458,125,⠎,U+1171,Hangul_U+1171_instruction.png,Hangul_U+1171_output.png
Hangul,ᅲ,459,126,⠏,U+1172,Hangul_U+1172_instruction.png,Hangul_U+1172_output.png
Hangul,ᅳ,460,127,⠐,U+1173,Hangul_U+1173_instruction.png,Hangul_U+1173_output.png
Hangul,ᅴ,461,128,⠑,U+1174,Hangul_U+1174_instruction.png,Hangul_U+1174_output.png
Hangul,ᅵ,462,129,⠒,U+1175,Hangul_U+1175_instruction.png,Hangul_U+1175_output.png
Hiragana,あ,463,130,⠓,U+3042,Hiragana_U+3042_instruction.png,Hiragana_U+3042_output.png
Hiragana,い,464,131,⠔,U+3044,Hiragana_U+3044_instruction.png,Hiragana_U+3044_output.png
Hiragana,う,465,132,⠕,U+3046,Hiragana_U+3046_instruction.png,Hiragana_U+3046_output.png
Hiragana,え,466,133,⠖,U+3048,Hiragana_U+3048_instruction.png,Hiragana_U+3048_output.png
Hiragana,お,467,134,⠗,U+304A,Hiragana_U+304A_instruction.png,Hiragana_U+304A_output.png
Hiragana,か,468,135,⠘,U+304B,Hiragana_U+304B_instruction.png,Hiragana_U+304B_output.png
Hiragana,き,469,136,⠙,U+304D,Hiragana_U+304D_instruction.png,Hiragana_U+304D_output.png
Hiragana,く,470,137,⠚,U+304F,Hiragana_U+304F_instruction.png,Hiragana_U+304F_output.png
Hiragana,け,471,138,⠛,U+3051,Hiragana_U+3051_instruction.png,Hiragana_U+3051_output.png
Hiragana,こ,472,139,⠜,U+3053,Hiragana_U+3053_instruction.png,Hiragana_U+3053_output.png
Hiragana,さ,473,140,⠝,U+3055,Hiragana_U+3055_instruction.png,Hiragana_U+3055_output.png
Hiragana,し,474,141,⠞,U+3057,Hiragana_U+3057_instruction.png,Hiragana_U+3057_output.png
Hiragana,す,475,142,⠟,U+3059,Hiragana_U+3059_instruction.png,Hiragana_U+3059_output.png
Hiragana,せ,476,143,⠠,U+305B,Hiragana_U+305B_instruction.png,Hiragana_U+305B_output.png
Hiragana,そ,477,144,⠡,U+305D,Hiragana_U+305D_instruction.png,Hiragana_U+305D_output.png
Hiragana,た,478,145,⠢,U+305F,Hiragana_U+305F_instruction.png,Hiragana_U+305F_output.png
Hiragana,ち,479,146,⠣,U+3061,Hiragana_U+3061_instruction.png,Hiragana_U+3061_output.png
Hiragana,つ,480,147,⠤,U+3064,Hiragana_U+3064_instruction.png,Hiragana_U+3064_output.png
Hiragana,て,481,148,⠥,U+3066,Hiragana_U+3066_instruction.png,Hiragana_U+3066_output.png
Hiragana,と,482,149,⠦,U+3068,Hiragana_U+3068_instruction.png,Hiragana_U+3068_output.png
Hiragana,な,483,150,⠧,U+306A,Hiragana_U+306A_instruction.png,Hiragana_U+306A_output.png
Hiragana,に,484,151,⠨,U+306B,Hiragana_U+306B_instruction.png,Hiragana_U+306B_output.png
Hiragana,ぬ,485,152,⠩,U+306C,Hiragana_U+306C_instruction.png,Hiragana_U+306C_output.png
Hiragana,ね,486,153,⠪,U+306D,Hiragana_U+306D_instruction.png,Hiragana_U+306D_output.png
Hiragana,の,487,154,⠫,U+306E,Hiragana_U+306E_instruction.png,Hiragana_U+306E_output.png
Hiragana,は,488,155,⠬,U+306F,Hiragana_U+306F_instruction.png,Hiragana_U+306F_output.png
Hiragana,ひ,489,156,⠭,U+3072,Hiragana_U+3072_instruction.png,Hiragana_U+3072_output.png
Hiragana,ふ,490,157,⠮,U+3075,Hiragana_U+3075_instruction.png,Hiragana_U+3075_output.png
Hiragana,へ,491,158,⠯,U+3078,Hiragana_U+3078_instruction.png,Hiragana_U+3078_output.png
Hiragana,ほ,492,159,⠰,U+307B,Hiragana_U+307B_instruction.png,Hiragana_U+307B_output.png
Hiragana,ま,493,160,⠱,U+307E,Hiragana_U+307E_instruction.png,Hiragana_U+307E_output.png
Hiragana,み,494,161,⠲,U+307F,Hiragana_U+307F_instruction.png,Hiragana_U+307F_output.png
Hiragana,む,495,162,⠳,U+3080,Hiragana_U+3080_instruction.png,Hiragana_U+3080_output.png
Hiragana,め,496,163,⠴,U+3081,Hiragana_U+3081_instruction.png,Hiragana_U+3081_output.png
Hiragana,も,497,164,⠵,U+3082,Hiragana_U+3082_instruction.png,Hiragana_U+3082_output.png
Hiragana,や,498,165,⠶,U+3084,Hiragana_U+3084_instruction.png,Hiragana_U+3084_output.png
Hiragana,ゆ,499,166,⠷,U+3086,Hiragana_U+3086_instruction.png,Hiragana_U+3086_output.png
Hiragana,よ,500,167,⠸,U+3088,Hiragana_U+3088_instruction.png,Hiragana_U+3088_output.png
Hiragana,ら,501,168,⠹,U+3089,Hiragana_U+3089_instruction.png,Hiragana_U+3089_output.png
Hiragana,り,502,169,⠺,U+308A,Hiragana_U+308A_instruction.png,Hiragana_U+308A_output.png
Hiragana,る,503,170,⠻,U+308B,Hiragana_U+308B_instruction.png,Hiragana_U+308B_output.png
Hiragana,れ,504,171,⠼,U+308C,Hiragana_U+308C_instruction.png,Hiragana_U+308C_output.png
Hiragana,ろ,505,172,⠽,U+308D,Hiragana_U+308D_instruction.png,Hiragana_U+308D_output.png
Hiragana,わ,506,173,⠾,U+308F,Hiragana_U+308F_instruction.png,Hiragana_U+308F_output.png
Hiragana,を,507,174,⠿,U+3092,Hiragana_U+3092_instruction.png,Hiragana_U+3092_output.png
Hiragana,ん,508,175,⡀,U+3093,Hiragana_U+3093_instruction.png,Hiragana_U+3093_output.png
Katakana,ア,509,176,⡁,U+30A2,Katakana_U+30A2_instruction.png,Katakana_U+30A2_output.png
Katakana,イ,510,177,⡂,U+30A4,Katakana_U+30A4_instruction.png,Katakana_U+30A4_output.png
Katakana,ウ,511,178,⡃,U+30A6,Katakana_U+30A6_instruction.png,Katakana_U+30A6_output.png
Katakana,エ,512,179,⡄,U+30A8,Katakana_U+30A8_instruction.png,Katakana_U+30A8_output.png
Katakana,オ,513,180,⡅,U+30AA,Katakana_U+30AA_instruction.png,Katakana_U+30AA_output.png
Katakana,カ,514,181,⡆,U+30AB,Katakana_U+30AB_instruction.png,Katakana_U+30AB_output.png
Katakana,キ,515,182,⡇,U+30AD,Katakana_U+30AD_instruction.png,Katakana_U+30AD_output.png
Katakana,ク,516,183,⡈,U+30AF,Katakana_U+30AF_instruction.png,Katakana_U+30AF_output.png
Katakana,ケ,517,184,⡉,U+30B1,Katakana_U+30B1_instruction.png,Katakana_U+30B1_output.png
Katakana,コ,518,185,⡊,U+30B3,Katakana_U+30B3_instruction.png,Katakana_U+30B3_output.png
Katakana,サ,519,186,⡋,U+30B5,Katakana_U+30B5_instruction.png,Katakana_U+30B5_output.png
Katakana,シ,520,187,⡌,U+30B7,Katakana_U+30B7_instruction.png,Katakana_U+30B7_output.png
Katakana,ス,521,188,⡍,U+30B9,Katakana_U+30B9_instruction.png,Katakana_U+30B9_output.png
Katakana,セ,522,189,⡎,U+30BB,Katakana_U+30BB_instruction.png,Katakana_U+30BB_output.png
Katakana,ソ,523,190,⡏,U+30BD,Katakana_U+30BD_instruction.png,Katakana_U+30BD_output.png
Katakana,タ,524,191,⡐,U+30BF,Katakana_U+30BF_instruction.png,Katakana_U+30BF_output.png
Katakana,チ,525,192,⡑,U+30C1,Katakana_U+30C1_instruction.png,Katakana_U+30C1_output.png
Katakana,ツ,526,193,⡒,U+30C4,Katakana_U+30C4_instruction.png,Katakana_U+30C4_output.png
Katakana,テ,527,194,⡓,U+30C6,Katakana_U+30C6_instruction.png,Katakana_U+30C6_output.png
Katakana,ト,528,195,⡔,U+30C8,Katakana_U+30C8_instruction.png,Katakana_U+30C8_output.png
Katakana,ナ,529,196,⡕,U+30CA,Katakana_U+30CA_instruction.png,Katakana_U+30CA_output.png
Katakana,ニ,530,197,⡖,U+30CB,Katakana_U+30CB_instruction.png,Katakana_U+30CB_output.png
Katakana,ヌ,531,198,⡗,U+30CC,Katakana_U+30CC_instruction.png,Katakana_U+30CC_output.png
Katakana,ネ,532,199,⡘,U+30CD,Katakana_U+30CD_instruction.png,Katakana_U+30CD_output.png
Katakana,ノ,533,200,⡙,U+30CE,Katakana_U+30CE_instruction.png,Katakana_U+30CE_output.png
Katakana,ハ,534,201,⡚,U+30CF,Katakana_U+30CF_instruction.png,Katakana_U+30CF_output.png
Katakana,ヒ,535,202,⡛,U+30D2,Katakana_U+30D2_instruction.png,Katakana_U+30D2_output.png
Katakana,フ,536,203,⡜,U+30D5,Katakana_U+30D5_instruction.png,Katakana_U+30D5_output.png
Katakana,ヘ,537,204,⡝,U+30D8,Katakana_U+30D8_instruction.png,Katakana_U+30D8_output.png
Katakana,ホ,538,205,⡞,U+30DB,Katakana_U+30DB_instruction.png,Katakana_U+30DB_output.png
Katakana,マ,539,206,⡟,U+30DE,Katakana_U+30DE_instruction.png,Katakana_U+30DE_output.png
Katakana,ミ,540,207,⡠,U+30DF,Katakana_U+30DF_instruction.png,Katakana_U+30DF_output.png
Katakana,ム,541,208,⡡,U+30E0,Katakana_U+30E0_instruction.png,Katakana_U+30E0_output.png
Katakana,メ,542,209,⡢,U+30E1,Katakana_U+30E1_instruction.png,Katakana_U+30E1_output.png
Katakana,モ,543,210,⡣,U+30E2,Katakana_U+30E2_instruction.png,Katakana_U+30E2_output.png
Katakana,ヤ,544,211,⡤,U+30E4,Katakana_U+30E4_instruction.png,Katakana_U+30E4_output.png
Katakana,ユ,545,212,⡥,U+30E6,Katakana_U+30E6_instruction.png,Katakana_U+30E6_output.png
Katakana,ヨ,546,213,⡦,U+30E8,Katakana_U+30E8_instruction.png,Katakana_U+30E8_output.png
Katakana,ラ,547,214,⡧,U+30E9,Katakana_U+30E9_instruction.png,Katakana_U+30E9_output.png
Katakana,リ,548,215,⡨,U+30EA,Katakana_U+30EA_instruction.png,Katakana_U+30EA_output.png
Katakana,ル,549,216,⡩,U+30EB,Katakana_U+30EB_instruction.png,Katakana_U+30EB_output.png
Katakana,レ,550,217,⡪,U+30EC,Katakana_U+30EC_instruction.png,Katakana_U+30EC_output.png
Katakana,ロ,551,218,⡫,U+30ED,Katakana_U+30ED_instruction.png,Katakana_U+30ED_output.png
Katakana,ワ,552,219,⡬,U+30EF,Katakana_U+30EF_instruction.png,Katakana_U+30EF_output.png
Katakana,ヲ,553,220,⡭,U+30F2,Katakana_U+30F2_instruction.png,Katakana_U+30F2_output.png
Katakana,ン,554,221,⡮,U+30F3,Katakana_U+30F3_instruction.png,Katakana_U+30F3_output.png
Thai,ก,555,222,✶,U+0E01,Thai_U+0E01_instruction.png,Thai_U+0E01_output.png
Thai,ข,556,223,✷,U+0E02,Thai_U+0E02_instruction.png,Thai_U+0E02_output.png
Thai,ฃ,557,224,✸,U+0E03,Thai_U+0E03_instruction.png,Thai_U+0E03_output.png
Thai,ค,558,225,✹,U+0E04,Thai_U+0E04_instruction.png,Thai_U+0E04_output.png
Thai,ฅ,559,226,✺,U+0E05,Thai_U+0E05_instruction.png,Thai_U+0E05_output.png
Thai,ฆ,560,227,✻,U+0E06,Thai_U+0E06_instruction.png,Thai_U+0E06_output.png
Thai,ง,561,228,✼,U+0E07,Thai_U+0E07_instruction.png,Thai_U+0E07_output.png
Thai,จ,562,229,✽,U+0E08,Thai_U+0E08_instruction.png,Thai_U+0E08_output.png
Thai,ฉ,563,230,✾,U+0E09,Thai_U+0E09_instruction.png,Thai_U+0E09_output.png
Thai,ช,564,231,✿,U+0E0A,Thai_U+0E0A_instruction.png,Thai_U+0E0A_output.png
Thai,ซ,565,232,❀,U+0E0B,Thai_U+0E0B_instruction.png,Thai_U+0E0B_output.png
Thai,ฌ,566,233,❁,U+0E0C,Thai_U+0E0C_instruction.png,Thai_U+0E0C_output.png
Thai,ญ,567,234,❂,U+0E0D,Thai_U+0E0D_instruction.png,Thai_U+0E0D_output.png
Thai,ฎ,568,235,❃,U+0E0E,Thai_U+0E0E_instruction.png,Thai_U+0E0E_output.png
Thai,ฏ,569,236,❄,U+0E0F,Thai_U+0E0F_instruction.png,Thai_U+0E0F_output.png
Thai,ฐ,570,237,❅,U+0E10,Thai_U+0E10_instruction.png,Thai_U+0E10_output.png
Thai,ฑ,571,238,❆,U+0E11,Thai_U+0E11_instruction.png,Thai_U+0E11_output.png
Thai,ฒ,572,239,❇,U+0E12,Thai_U+0E12_instruction.png,Thai_U+0E12_output.png
Thai,ณ,573,240,❈,U+0E13,Thai_U+0E13_instruction.png,Thai_U+0E13_output.png
Thai,ด,574,241,❉,U+0E14,Thai_U+0E14_instruction.png,Thai_U+0E14_output.png
Thai,ต,575,242,❊,U+0E15,Thai_U+0E15_instruction.png,Thai_U+0E15_output.png
Thai,ถ,576,243,❋,U+0E16,Thai_U+0E16_instruction.png,Thai_U+0E16_output.png
Thai,ท,577,244,★,U+0E17,Thai_U+0E17_instruction.png,Thai_U+0E17_output.png
Thai,ธ,578,245,☆,U+0E18,Thai_U+0E18_instruction.png,Thai_U+0E18_output.png
Thai,น,579,246,✩,U+0E19,Thai_U+0E19_instruction.png,Thai_U+0E19_output.png
Thai,บ,580,247,✪,U+0E1A,Thai_U+0E1A_instruction.png,Thai_U+0E1A_output.png
Thai,ป,581,248,✫,U+0E1B,Thai_U+0E1B_instruction.png,Thai_U+0E1B_output.png
Thai,ผ,582,249,✬,U+0E1C,Thai_U+0E1C_instruction.png,Thai_U+0E1C_output.png
Thai,ฝ,583,250,✭,U+0E1D,Thai_U+0E1D_instruction.png,Thai_U+0E1D_output.png
Thai,พ,584,251,✮,U+0E1E,Thai_U+0E1E_instruction.png,Thai_U+0E1E_output.png
Thai,ฟ,585,252,✯,U+0E1F,Thai_U+0E1F_instruction.png,Thai_U+0E1F_output.png
Thai,ภ,586,253,✰,U+0E20,Thai_U+0E20_instruction.png,Thai_U+0E20_output.png
Thai,ม,587,254,✱,U+0E21,Thai_U+0E21_instruction.png,Thai_U+0E21_output.png
Thai,ย,588,255,✲,U+0E22,Thai_U+0E22_instruction.png,Thai_U+0E22_output.png
Thai,ร,589,256,✳,U+0E23,Thai_U+0E23_instruction.png,Thai_U+0E23_output.png
Thai,ล,590,257,✴,U+0E25,Thai_U+0E25_instruction.png,Thai_U+0E25_output.png
Thai,ว,591,258,✵,U+0E27,Thai_U+0E27_instruction.png,Thai_U+0E27_output.png
Thai,ศ,592,259,☀,U+0E28,Thai_U+0E28_instruction.png,Thai_U+0E28_output.png
Thai,ษ,593,260,☁,U+0E29,Thai_U+0E29_instruction.png,Thai_U+0E29_output.png
Thai,ส,594,261,☂,U+0E2A,Thai_U+0E2A_instruction.png,Thai_U+0E2A_output.png
Thai,ห,595,262,☃,U+0E2B,Thai_U+0E2B_instruction.png,Thai_U+0E2B_output.png
Thai,ฬ,596,263,☄,U+0E2C,Thai_U+0E2C_instruction.png,Thai_U+0E2C_output.png
Thai,อ,597,264,☼,U+0E2D,Thai_U+0E2D_instruction.png,Thai_U+0E2D_output.png
Thai,ฮ,598,265,☽,U+0E2E,Thai_U+0E2E_instruction.png,Thai_U+0E2E_output.png
